JULIAN_DAY,YEAR,L,W,A,TIME,MONTH,DAY
133,2008,810,18.8,20,133,5,12
134,2008,810,18.8,21.2,134,5,13
135,2008,810,19.1,23,135,5,14
136,2008,810,19.4,23.1,136,5,15
137,2008,810,19.5,25.5,137,5,16
138,2008,810,19.8,22,138,5,17
139,2008,810,19.9,24.2,139,5,18
140,2008,810,20,18.8,140,5,19
141,2008,810,20.2,24.6,141,5,20
142,2008,810,20.2,26.8,142,5,21
143,2008,810,20.5,26.7,143,5,22
144,2008,810,20.6,28.8,144,5,23
145,2008,810,20.5,24.6,145,5,24
146,2008,810,20.4,21,146,5,25
147,2008,810,20.6,21.6,147,5,26
148,2008,810,20.9,22.5,148,5,27
149,2008,810,20.8,24.1,149,5,28
150,2008,810,20.8,23.8,150,5,29
151,2008,810,20.7,23.5,151,5,30
152,2008,810,20.7,18.6,152,5,31
153,2008,810,20.3,20.7,153,6,1
154,2008,810,20.5,23,154,6,2
155,2008,810,20.7,25.5,155,6,3
156,2008,810,20.8,26.6,156,6,4
157,2008,810,20.8,26.3,157,6,5
158,2008,810,21.1,26.6,158,6,6
159,2008,810,21.3,27.8,159,6,7
160,2008,810,21.2,17,160,6,8
161,2008,810,20.8,13.3,161,6,9
162,2008,810,20.7,18.8,162,6,10
163,2008,810,20.6,21.9,163,6,11
164,2008,810,22,26,164,6,12
165,2008,810,20.6,30.3,165,6,13
166,2008,810,20.8,27.8,166,6,14
167,2008,810,21.7,33.3,167,6,15
168,2008,810,22,28,168,6,16
169,2008,810,21.9,27.5,169,6,17
170,2008,810,22,30.9,170,6,18
171,2008,810,22.2,34,171,6,19
172,2008,810,22.8,34,172,6,20
173,2008,810,NA,NA,173,6,21
174,2008,810,23.2,32.6,174,6,22
175,2008,810,23.4,28.7,175,6,23
176,2008,810,23.8,32.6,176,6,24
177,2008,810,24.4,33.5,177,6,25
178,2008,810,24.9,36.3,178,6,26
179,2008,810,24.9,30.5,179,6,27
180,2008,810,25.2,34.8,180,6,28
181,2008,810,25.4,35.5,181,6,29
182,2008,810,25.4,34.4,182,6,30
183,2008,810,25.8,38.3,183,7,1
184,2008,810,26,38.2,184,7,2
185,2008,810,26.3,35,185,7,3
186,2008,810,26.4,34.4,186,7,4
187,2008,810,26.3,38.6,187,7,5
188,2008,810,25.9,36.5,188,7,6
189,2008,810,26.1,35,189,7,7
190,2008,810,26,29.4,190,7,8
191,2008,810,25.8,32.8,191,7,9
192,2008,810,25.9,38.7,192,7,10
193,2008,810,26.2,37,193,7,11
194,2008,810,26.3,31,194,7,12
195,2008,810,25.8,31.8,195,7,13
196,2008,810,25.6,27,196,7,14
197,2008,810,25.5,29.3,197,7,15
198,2008,810,25.4,23.8,198,7,16
199,2008,810,24.9,29,199,7,17
200,2008,810,24.7,34.5,200,7,18
201,2008,810,24.4,37,201,7,19
202,2008,810,24.3,39.9,202,7,20
203,2008,810,24.9,33,203,7,21
204,2008,810,25.3,32.2,204,7,22
205,2008,810,24.9,38.9,205,7,23
206,2008,810,NA,NA,206,7,24
207,2008,810,26,36.8,207,7,25
208,2008,810,25.9,37.7,208,7,26
209,2008,810,26.1,38.6,209,7,27
210,2008,810,26.1,39,210,7,28
211,2008,810,26,32,211,7,29
212,2008,810,26.3,35.9,212,7,30
213,2008,810,26.3,38.8,213,7,31
214,2008,810,26.7,37.6,214,8,1
215,2008,810,26.6,33.9,215,8,2
216,2008,810,26.4,35.8,216,8,3
217,2008,810,26.3,40,217,8,4
218,2008,810,26.3,40.7,218,8,5
219,2008,810,26.3,38.5,219,8,6
220,2008,810,26.3,39.4,220,8,7
221,2008,810,26.4,32.8,221,8,8
222,2008,810,26.6,35,222,8,9
223,2008,810,26.3,40,223,8,10
224,2008,810,26.7,38.5,224,8,11
225,2008,810,26.9,36,225,8,12
226,2008,810,26.8,27.8,226,8,13
227,2008,810,26.4,36.9,227,8,14
228,2008,810,26.1,33.5,228,8,15
229,2008,810,26,31.9,229,8,16
230,2008,810,25.8,34.4,230,8,17
231,2008,810,25.5,36.1,231,8,18
232,2008,810,24.7,36.5,232,8,19
233,2008,810,24.5,31,233,8,20
234,2008,810,24.6,35,234,8,21
235,2008,810,24.6,37.8,235,8,22
236,2008,810,24.6,26,236,8,23
237,2008,810,24.8,36,237,8,24
238,2008,810,25.1,34.3,238,8,25
239,2008,810,25,32.9,239,8,26
240,2008,810,25.2,33.8,240,8,27
241,2008,810,25.3,31.5,241,8,28
242,2008,810,25.1,34,242,8,29
243,2008,810,25.1,36.1,243,8,30
244,2008,810,25,32.3,244,8,31
245,2008,810,24.9,32.3,245,9,1
246,2008,810,24.9,35,246,9,2
247,2008,810,24.6,34.9,247,9,3
248,2008,810,24.6,34.8,248,9,4
249,2008,810,24.3,30,249,9,5
250,2008,810,24.2,28,250,9,6
251,2008,810,23.8,27.5,251,9,7
252,2008,810,23,26,252,9,8
253,2008,810,22.6,27.2,253,9,9
254,2008,810,22.7,30.5,254,9,10
255,2008,810,22.8,34.3,255,9,11
256,2008,810,22.9,29.1,256,9,12
257,2008,810,22.8,27.6,257,9,13
258,2008,810,22.9,28.7,258,9,14
259,2008,810,22.5,31,259,9,15
260,2008,810,22.3,30,260,9,16
261,2008,810,22.4,27.2,261,9,17
262,2008,810,22.1,29.1,262,9,18
263,2008,810,21.8,31.8,263,9,19
264,2008,810,21.9,29.1,264,9,20
265,2008,810,21.9,31.9,265,9,21
266,2008,810,22.1,26.3,266,9,22
267,2008,810,22.2,25,267,9,23
268,2008,810,22,16.8,268,9,24
269,2008,810,21.8,21.1,269,9,25
270,2008,810,21.7,21,270,9,26
271,2008,810,21.2,18.3,271,9,27
272,2008,810,20.9,19,272,9,28
273,2008,810,20.9,22.5,273,9,29
274,2008,810,20.3,24.8,274,9,30
275,2008,810,20.2,26.2,275,10,1
276,2008,810,20,27.3,276,10,2
277,2008,810,20,23,277,10,3
278,2008,810,19.9,21.8,278,10,4
279,2008,810,19.8,25.4,279,10,5
280,2008,810,19.4,27.2,280,10,6
281,2008,810,19,26.6,281,10,7
282,2008,810,18.9,22,282,10,8
283,2008,810,18.7,18.9,283,10,9
284,2008,810,18.2,19.4,284,10,10
285,2008,810,18,19.5,285,10,11
286,2008,810,18.1,22.3,286,10,12
287,2008,810,18.2,22.5,287,10,13
288,2008,810,18.3,23.3,288,10,14
289,2008,810,18.5,24.6,289,10,15
290,2008,810,19.1,25.7,290,10,16
291,2008,810,19.1,23.2,291,10,17
292,2008,810,19,17,292,10,18
293,2008,810,18.9,20,293,10,19
294,2008,810,18.9,21.3,294,10,20
295,2008,810,18.9,24.8,295,10,21
296,2008,810,19,20,296,10,22
297,2008,810,18.8,17,297,10,23
298,2008,810,18.6,16,298,10,24
299,2008,810,18.4,19,299,10,25
300,2008,810,18.2,20.7,300,10,26
301,2008,810,18,22,301,10,27
302,2008,810,17.9,13.8,302,10,28
303,2008,810,NA,NA,303,10,29
304,2008,810,NA,NA,304,10,30
305,2008,810,NA,NA,305,10,31
306,2008,810,NA,NA,306,11,1
307,2008,810,NA,NA,307,11,2
308,2008,810,NA,NA,308,11,3
309,2008,810,NA,NA,309,11,4
310,2008,810,NA,NA,310,11,5
311,2008,810,NA,NA,311,11,6
312,2008,810,NA,NA,312,11,7
313,2008,810,NA,NA,313,11,8
314,2008,810,NA,NA,314,11,9
315,2008,810,NA,NA,315,11,10
316,2008,810,NA,NA,316,11,11
317,2008,810,NA,NA,317,11,12
318,2008,810,NA,NA,318,11,13
319,2008,810,NA,NA,319,11,14
320,2008,810,NA,NA,320,11,15
321,2008,810,NA,NA,321,11,16
322,2008,810,NA,NA,322,11,17
323,2008,810,NA,NA,323,11,18
324,2008,810,NA,NA,324,11,19
325,2008,810,NA,NA,325,11,20
326,2008,810,NA,NA,326,11,21
327,2008,810,NA,NA,327,11,22
328,2008,810,NA,NA,328,11,23
329,2008,810,NA,NA,329,11,24
330,2008,810,NA,NA,330,11,25
331,2008,810,NA,NA,331,11,26
332,2008,810,NA,NA,332,11,27
333,2008,810,NA,NA,333,11,28
334,2008,810,NA,NA,334,11,29
335,2008,810,NA,NA,335,11,30
336,2008,810,NA,NA,336,12,1
337,2008,810,NA,NA,337,12,2
338,2008,810,NA,NA,338,12,3
339,2008,810,NA,NA,339,12,4
340,2008,810,NA,NA,340,12,5
341,2008,810,NA,NA,341,12,6
342,2008,810,NA,NA,342,12,7
343,2008,810,NA,NA,343,12,8
344,2008,810,NA,NA,344,12,9
345,2008,810,NA,NA,345,12,10
346,2008,810,NA,NA,346,12,11
347,2008,810,NA,NA,347,12,12
348,2008,810,NA,NA,348,12,13
349,2008,810,NA,NA,349,12,14
350,2008,810,NA,NA,350,12,15
351,2008,810,NA,NA,351,12,16
352,2008,810,NA,NA,352,12,17
353,2008,810,NA,NA,353,12,18
354,2008,810,NA,NA,354,12,19
355,2008,810,NA,NA,355,12,20
356,2008,810,NA,NA,356,12,21
357,2008,810,NA,NA,357,12,22
358,2008,810,NA,NA,358,12,23
359,2008,810,NA,NA,359,12,24
360,2008,810,NA,NA,360,12,25
361,2008,810,NA,NA,361,12,26
362,2008,810,NA,NA,362,12,27
363,2008,810,NA,NA,363,12,28
364,2008,810,NA,NA,364,12,29
365,2008,810,NA,NA,365,12,30
366,2008,810,NA,NA,366,12,31
1,2005,903,10.4,11.5,1,1,1
2,2005,903,10.5,8.5,2,1,2
3,2005,903,10.3,8.5,3,1,3
4,2005,903,9.5,8.5,4,1,4
5,2005,903,8.9,5,5,1,5
6,2005,903,9.4,11,6,1,6
7,2005,903,9.5,2,7,1,7
8,2005,903,9.3,1.5,8,1,8
9,2005,903,9.1,1.5,9,1,9
10,2005,903,NA,NA,10,1,10
11,2005,903,7.8,2.5,11,1,11
12,2005,903,8.4,4,12,1,12
13,2005,903,9,10.5,13,1,13
14,2005,903,9.4,2.5,14,1,14
15,2005,903,9.8,9.5,15,1,15
16,2005,903,NA,NA,16,1,16
17,2005,903,NA,NA,17,1,17
18,2005,903,NA,NA,18,1,18
19,2005,903,NA,NA,19,1,19
20,2005,903,NA,NA,20,1,20
21,2005,903,NA,NA,21,1,21
22,2005,903,11,8,22,1,22
23,2005,903,11,9,23,1,23
24,2005,903,10.5,1,24,1,24
25,2005,903,NA,NA,25,1,25
26,2005,903,7.8,-4,26,1,26
27,2005,903,7.1,-2,27,1,27
28,2005,903,7.2,2.5,28,1,28
29,2005,903,7.8,3.5,29,1,29
30,2005,903,8,2.5,30,1,30
31,2005,903,8.8,6,31,1,31
32,2005,903,9.3,6,32,2,1
33,2005,903,9.3,6,33,2,2
34,2005,903,9.9,8,34,2,3
35,2005,903,10,8,35,2,4
36,2005,903,9.2,5,36,2,5
37,2005,903,NA,NA,37,2,6
38,2005,903,10.2,8,38,2,7
39,2005,903,10.5,10.5,39,2,8
40,2005,903,10.2,12,40,2,9
41,2005,903,9.9,13,41,2,10
42,2005,903,10.1,14,42,2,11
43,2005,903,10.8,12,43,2,12
44,2005,903,11.3,10,44,2,13
45,2005,903,10.7,5.5,45,2,14
46,2005,903,8.7,3,46,2,15
47,2005,903,NA,NA,47,2,16
48,2005,903,8.1,-1,48,2,17
49,2005,903,8.7,3.5,49,2,18
50,2005,903,9.1,6,50,2,19
51,2005,903,8.6,3.5,51,2,20
52,2005,903,8,2,52,2,21
53,2005,903,7.6,0.5,53,2,22
54,2005,903,7.8,3,54,2,23
55,2005,903,8.2,4,55,2,24
56,2005,903,8.3,7,56,2,25
57,2005,903,8.5,11,57,2,26
58,2005,903,8.7,3,58,2,27
59,2005,903,8.1,-2,59,2,28
60,2005,903,NA,NA,60,3,1
61,2005,903,8.2,9,61,3,2
62,2005,903,7.9,4,62,3,3
63,2005,903,8.2,1,63,3,4
64,2005,903,8.1,5,64,3,5
65,2005,903,NA,NA,65,3,6
66,2005,903,8.5,2,66,3,7
67,2005,903,NA,NA,67,3,8
68,2005,903,NA,NA,68,3,9
69,2005,903,9.9,9.5,69,3,10
70,2005,903,9.5,8,70,3,11
71,2005,903,8.9,13,71,3,12
72,2005,903,9.2,15,72,3,13
73,2005,903,NA,NA,73,3,14
74,2005,903,NA,NA,74,3,15
75,2005,903,NA,NA,75,3,16
76,2005,903,NA,NA,76,3,17
77,2005,903,12.3,21,77,3,18
78,2005,903,12.4,21,78,3,19
79,2005,903,12.8,22,79,3,20
80,2005,903,13.3,21.5,80,3,21
81,2005,903,13.4,19.5,81,3,22
82,2005,903,13.6,18,82,3,23
83,2005,903,14,18,83,3,24
84,2005,903,13.7,17,84,3,25
85,2005,903,13.2,16,85,3,26
86,2005,903,13.7,16,86,3,27
87,2005,903,14,16.5,87,3,28
88,2005,903,13.9,18,88,3,29
89,2005,903,13.6,16,89,3,30
90,2005,903,14.8,19.5,90,3,31
91,2005,903,15.2,20,91,4,1
92,2005,903,14.7,11.5,92,4,2
93,2005,903,13,14,93,4,3
94,2005,903,14.2,17,94,4,4
95,2005,903,14.9,16.5,95,4,5
96,2005,903,16,20,96,4,6
97,2005,903,16.1,20,97,4,7
98,2005,903,14.9,8,98,4,8
99,2005,903,12.8,7,99,4,9
100,2005,903,9.6,6,100,4,10
101,2005,903,10.6,10.5,101,4,11
102,2005,903,11.2,11,102,4,12
103,2005,903,NA,NA,103,4,13
104,2005,903,12.3,17.5,104,4,14
105,2005,903,12.1,11.5,105,4,15
106,2005,903,11.7,7,106,4,16
107,2005,903,12.7,11,107,4,17
108,2005,903,13.4,12.5,108,4,18
109,2005,903,NA,NA,109,4,19
110,2005,903,12.3,10.5,110,4,20
111,2005,903,NA,NA,111,4,21
112,2005,903,NA,NA,112,4,22
113,2005,903,13.7,20,113,4,23
114,2005,903,14.3,18,114,4,24
115,2005,903,14.1,18,115,4,25
116,2005,903,15.3,24,116,4,26
117,2005,903,NA,NA,117,4,27
118,2005,903,17.4,27.5,118,4,28
119,2005,903,18.2,28,119,4,29
120,2005,903,18.5,29.5,120,4,30
121,2005,903,18.3,27,121,5,1
122,2005,903,18.6,26,122,5,2
123,2005,903,NA,NA,123,5,3
124,2005,903,NA,NA,124,5,4
125,2005,903,13.7,14,125,5,5
126,2005,903,13,16,126,5,6
127,2005,903,14.1,24,127,5,7
128,2005,903,15.3,22.5,128,5,8
129,2005,903,15.2,25,129,5,9
130,2005,903,NA,NA,130,5,10
131,2005,903,14.9,22,131,5,11
132,2005,903,14.3,18,132,5,12
133,2005,903,12.7,21,133,5,13
134,2005,903,NA,NA,134,5,14
135,2005,903,11.5,20,135,5,15
136,2005,903,12.3,20,136,5,16
137,2005,903,11.4,14,137,5,17
138,2005,903,8.9,15,138,5,18
139,2005,903,11.3,26,139,5,19
140,2005,903,13.8,29.5,140,5,20
141,2005,903,12.8,21,141,5,21
142,2005,903,13.2,17,142,5,22
143,2005,903,13.6,19.5,143,5,23
144,2005,903,14.8,28,144,5,24
145,2005,903,16.3,31,145,5,25
146,2005,903,17.5,31.5,146,5,26
147,2005,903,18.2,32,147,5,27
148,2005,903,18.2,23,148,5,28
149,2005,903,18.1,25,149,5,29
150,2005,903,16,17,150,5,30
151,2005,903,15.6,18.5,151,5,31
152,2005,903,17.4,23.5,152,6,1
153,2005,903,19.1,30.5,153,6,2
154,2005,903,19.2,24.5,154,6,3
155,2005,903,17.5,19,155,6,4
156,2005,903,18.1,24,156,6,5
157,2005,903,18.3,23,157,6,6
158,2005,903,18.8,23,158,6,7
159,2005,903,19.3,26.5,159,6,8
160,2005,903,19.4,27,160,6,9
161,2005,903,19.9,28,161,6,10
162,2005,903,20.1,28,162,6,11
163,2005,903,21.1,31.5,163,6,12
164,2005,903,21.3,25,164,6,13
165,2005,903,NA,NA,165,6,14
166,2005,903,NA,NA,166,6,15
167,2005,903,19.9,24,167,6,16
168,2005,903,22.2,29.5,168,6,17
169,2005,903,23.4,34.5,169,6,18
170,2005,903,23.8,30,170,6,19
171,2005,903,23.8,29,171,6,20
172,2005,903,24.3,28,172,6,21
173,2005,903,25.3,35.5,173,6,22
174,2005,903,25.6,35,174,6,23
175,2005,903,25.5,32,175,6,24
176,2005,903,25.4,33,176,6,25
177,2005,903,24.6,35,177,6,26
178,2005,903,25.6,35,178,6,27
179,2005,903,24.4,34,179,6,28
180,2005,903,23.9,25,180,6,29
181,2005,903,22.8,26,181,6,30
182,2005,903,21.5,23.5,182,7,1
183,2005,903,23.2,31.5,183,7,2
184,2005,903,24.5,36,184,7,3
185,2005,903,23.9,19,185,7,4
186,2005,903,21.2,22,186,7,5
187,2005,903,20.9,22.5,187,7,6
188,2005,903,20.5,18.5,188,7,7
189,2005,903,18.1,18,189,7,8
190,2005,903,20,21,190,7,9
191,2005,903,20.9,22,191,7,10
192,2005,903,22,27,192,7,11
193,2005,903,22.7,28,193,7,12
194,2005,903,24.1,31,194,7,13
195,2005,903,25.9,36.5,195,7,14
196,2005,903,27,37,196,7,15
197,2005,903,25.4,36,197,7,16
198,2005,903,25.1,29.5,198,7,17
199,2005,903,24.1,23.5,199,7,18
200,2005,903,23.1,26,200,7,19
201,2005,903,23.3,31,201,7,20
202,2005,903,23.7,31,202,7,21
203,2005,903,23.4,27,203,7,22
204,2005,903,23.1,29,204,7,23
205,2005,903,24,33,205,7,24
206,2005,903,24,30,206,7,25
207,2005,903,25.9,33.5,207,7,26
208,2005,903,24.8,32.5,208,7,27
209,2005,903,24.1,33,209,7,28
210,2005,903,24,27,210,7,29
211,2005,903,22.3,24,211,7,30
212,2005,903,22.1,24,212,7,31
213,2005,903,NA,NA,213,8,1
214,2005,903,20.6,22,214,8,2
215,2005,903,21,23,215,8,3
216,2005,903,21.1,25.5,216,8,4
217,2005,903,22.1,29.5,217,8,5
218,2005,903,22.5,28,218,8,6
219,2005,903,23.3,31,219,8,7
220,2005,903,23.4,33.5,220,8,8
221,2005,903,24.7,32.5,221,8,9
222,2005,903,24.3,28.5,222,8,10
223,2005,903,22.2,25.5,223,8,11
224,2005,903,22.7,28,224,8,12
225,2005,903,22.7,28,225,8,13
226,2005,903,22.3,27,226,8,14
227,2005,903,23.1,28,227,8,15
228,2005,903,22.9,31,228,8,16
229,2005,903,22.6,29,229,8,17
230,2005,903,NA,NA,230,8,18
231,2005,903,NA,NA,231,8,19
232,2005,903,19.2,17,232,8,20
233,2005,903,18.4,19,233,8,21
234,2005,903,17.9,20,234,8,22
235,2005,903,18,20.5,235,8,23
236,2005,903,19.1,26.5,236,8,24
237,2005,903,20.5,27,237,8,25
238,2005,903,20.4,23.5,238,8,26
239,2005,903,20.1,24,239,8,27
240,2005,903,21.3,28.5,240,8,28
241,2005,903,22.2,30,241,8,29
242,2005,903,23.7,32,242,8,30
243,2005,903,23.5,29,243,8,31
244,2005,903,21.6,26,244,9,1
245,2005,903,22.9,32,245,9,2
246,2005,903,23.4,34,246,9,3
247,2005,903,23.6,33,247,9,4
248,2005,903,22.5,24,248,9,5
249,2005,903,21.4,24,249,9,6
250,2005,903,19.8,22,250,9,7
251,2005,903,NA,NA,251,9,8
252,2005,903,NA,NA,252,9,9
253,2005,903,17.3,22,253,9,10
254,2005,903,16.5,20,254,9,11
255,2005,903,16.1,20,255,9,12
256,2005,903,17.6,22,256,9,13
257,2005,903,17.6,25,257,9,14
258,2005,903,18.1,28.5,258,9,15
259,2005,903,18.2,23.5,259,9,16
260,2005,903,18.3,15,260,9,17
261,2005,903,15.9,15,261,9,18
262,2005,903,14.1,18,262,9,19
263,2005,903,14.2,19.5,263,9,20
264,2005,903,14.6,23.5,264,9,21
265,2005,903,15.5,27.5,265,9,22
266,2005,903,16.4,25.5,266,9,23
267,2005,903,17.7,26,267,9,24
268,2005,903,17.8,20,268,9,25
269,2005,903,16.8,24,269,9,26
270,2005,903,16.7,24,270,9,27
271,2005,903,17.2,26,271,9,28
272,2005,903,17.3,19.5,272,9,29
273,2005,903,16.8,24.5,273,9,30
274,2005,903,16.9,20,274,10,1
275,2005,903,16.6,13,275,10,2
276,2005,903,14.8,12,276,10,3
277,2005,903,13.1,15.5,277,10,4
278,2005,903,13.3,18,278,10,5
279,2005,903,NA,NA,279,10,6
280,2005,903,14.5,22.5,280,10,7
281,2005,903,15,23,281,10,8
282,2005,903,16,25,282,10,9
283,2005,903,15.9,22,283,10,10
284,2005,903,16.6,23,284,10,11
285,2005,903,16,19.5,285,10,12
286,2005,903,16.6,13.5,286,10,13
287,2005,903,12.4,17,287,10,14
288,2005,903,11.6,13,288,10,15
289,2005,903,11.5,20,289,10,16
290,2005,903,11.9,16,290,10,17
291,2005,903,NA,NA,291,10,18
292,2005,903,14.8,19.5,292,10,19
293,2005,903,15,18.5,293,10,20
294,2005,903,15.5,20,294,10,21
295,2005,903,15.9,18,295,10,22
296,2005,903,16.8,17,296,10,23
297,2005,903,16.1,18.5,297,10,24
298,2005,903,15,19.5,298,10,25
299,2005,903,15.1,21,299,10,26
300,2005,903,16.3,22,300,10,27
301,2005,903,16.8,23,301,10,28
302,2005,903,17.2,20,302,10,29
303,2005,903,15.2,20,303,10,30
304,2005,903,15.9,18,304,10,31
305,2005,903,13.5,17.5,305,11,1
306,2005,903,13.3,18,306,11,2
307,2005,903,13.2,16.5,307,11,3
308,2005,903,13.2,12,308,11,4
309,2005,903,12.3,12,309,11,5
310,2005,903,11.4,13,310,11,6
311,2005,903,NA,NA,311,11,7
312,2005,903,10.1,17.5,312,11,8
313,2005,903,NA,NA,313,11,9
314,2005,903,NA,NA,314,11,10
315,2005,903,NA,NA,315,11,11
316,2005,903,9.8,9.5,316,11,12
317,2005,903,NA,NA,317,11,13
318,2005,903,NA,NA,318,11,14
319,2005,903,9.9,10.5,319,11,15
320,2005,903,NA,NA,320,11,16
321,2005,903,9.7,11.5,321,11,17
322,2005,903,9.3,11.5,322,11,18
323,2005,903,8.6,10.5,323,11,19
324,2005,903,8.9,12.5,324,11,20
325,2005,903,10,13,325,11,21
326,2005,903,9.4,12.5,326,11,22
327,2005,903,8.4,7,327,11,23
328,2005,903,7,6.5,328,11,24
329,2005,903,7.3,8,329,11,25
330,2005,903,6.9,4,330,11,26
331,2005,903,6.2,4.5,331,11,27
332,2005,903,NA,NA,332,11,28
333,2005,903,6.7,5.5,333,11,29
334,2005,903,6.6,4.5,334,11,30
335,2005,903,NA,NA,335,12,1
336,2005,903,7.7,10.5,336,12,2
337,2005,903,7.8,12,337,12,3
338,2005,903,8.3,13,338,12,4
339,2005,903,8.2,7,339,12,5
340,2005,903,NA,NA,340,12,6
341,2005,903,NA,NA,341,12,7
342,2005,903,7.8,9,342,12,8
343,2005,903,7.8,9,343,12,9
344,2005,903,7.2,7,344,12,10
345,2005,903,5.9,7,345,12,11
346,2005,903,6,6,346,12,12
347,2005,903,5.3,3,347,12,13
348,2005,903,5,3,348,12,14
349,2005,903,4.8,4,349,12,15
350,2005,903,5.4,7,350,12,16
351,2005,903,6.7,9,351,12,17
352,2005,903,6.5,6.5,352,12,18
353,2005,903,5.8,7.5,353,12,19
354,2005,903,4.5,7,354,12,20
355,2005,903,4.1,8,355,12,21
356,2005,903,3.7,5.5,356,12,22
357,2005,903,3.1,5,357,12,23
358,2005,903,2.4,-2,358,12,24
359,2005,903,1.8,-4,359,12,25
360,2005,903,2,-1,360,12,26
361,2005,903,NA,NA,361,12,27
362,2005,903,2.4,2,362,12,28
363,2005,903,NA,NA,363,12,29
364,2005,903,NA,NA,364,12,30
365,2005,903,NA,NA,365,12,31
1,2008,907,8.1,7,1,1,1
2,2008,907,7.8,1,2,1,2
3,2008,907,7.5,4.8,3,1,3
4,2008,907,7.9,11,4,1,4
5,2008,907,8.4,13.6,5,1,5
6,2008,907,9.4,16.5,6,1,6
7,2008,907,NA,NA,7,1,7
8,2008,907,NA,NA,8,1,8
9,2008,907,NA,NA,9,1,9
10,2008,907,11,8.2,10,1,10
11,2008,907,11,11.4,11,1,11
12,2008,907,10.6,10,12,1,12
13,2008,907,10.5,8,13,1,13
14,2008,907,9.9,11,14,1,14
15,2008,907,10.4,13,15,1,15
16,2008,907,10.7,11,16,1,16
17,2008,907,10.6,11.5,17,1,17
18,2008,907,11.1,12.6,18,1,18
19,2008,907,11.8,16.4,19,1,19
20,2008,907,11.9,15.6,20,1,20
21,2008,907,NA,NA,21,1,21
22,2008,907,11.5,13.2,22,1,22
23,2008,907,11.5,14,23,1,23
24,2008,907,11.5,7.8,24,1,24
25,2008,907,11.5,12,25,1,25
26,2008,907,11.3,7.2,26,1,26
27,2008,907,10.8,9.2,27,1,27
28,2008,907,10.6,13,28,1,28
29,2008,907,10.3,11,29,1,29
30,2008,907,10,7,30,1,30
31,2008,907,10.1,10.2,31,1,31
32,2008,907,10.1,8.2,32,2,1
33,2008,907,10.1,9.8,33,2,2
34,2008,907,NA,NA,34,2,3
35,2008,907,9.7,12,35,2,4
36,2008,907,9.7,14,36,2,5
37,2008,907,10.9,18.2,37,2,6
38,2008,907,11.2,16.2,38,2,7
39,2008,907,NA,NA,39,2,8
40,2008,907,NA,NA,40,2,9
41,2008,907,NA,NA,41,2,10
42,2008,907,NA,NA,42,2,11
43,2008,907,10.3,11.8,43,2,12
44,2008,907,NA,NA,44,2,13
45,2008,907,10.3,9.6,45,2,14
46,2008,907,10.6,16.6,46,2,15
47,2008,907,11.1,17,47,2,16
48,2008,907,10.9,11,48,2,17
49,2008,907,10.4,10,49,2,18
50,2008,907,10.7,10.6,50,2,19
51,2008,907,11.4,11.2,51,2,20
52,2008,907,11.9,18,52,2,21
53,2008,907,12.2,19,53,2,22
54,2008,907,12.5,18.6,54,2,23
55,2008,907,12.2,13.2,55,2,24
56,2008,907,12.4,13,56,2,25
57,2008,907,12.8,15.2,57,2,26
58,2008,907,NA,NA,58,2,27
59,2008,907,13.4,13,59,2,28
60,2008,907,14,19,60,2,29
61,2008,907,14.3,17,61,3,1
62,2008,907,14.7,22.4,62,3,2
63,2008,907,14.8,12.4,63,3,3
64,2008,907,14.7,3.2,64,3,4
65,2008,907,NA,NA,65,3,5
66,2008,907,NA,NA,66,3,6
67,2008,907,12.8,9.6,67,3,7
68,2008,907,13.2,9,68,3,8
69,2008,907,13.3,10,69,3,9
70,2008,907,NA,NA,70,3,10
71,2008,907,13.1,17,71,3,11
72,2008,907,13.6,16,72,3,12
73,2008,907,14.1,18,73,3,13
74,2008,907,14.5,19.8,74,3,14
75,2008,907,14.6,15.2,75,3,15
76,2008,907,14.2,15,76,3,16
77,2008,907,13.9,16.4,77,3,17
78,2008,907,13.8,8,78,3,18
79,2008,907,13.5,4.4,79,3,19
80,2008,907,12.8,8,80,3,20
81,2008,907,12.6,13,81,3,21
82,2008,907,13.1,6.8,82,3,22
83,2008,907,12.6,3.2,83,3,23
84,2008,907,NA,NA,84,3,24
85,2008,907,NA,NA,85,3,25
86,2008,907,8.9,9,86,3,26
87,2008,907,9.4,14,87,3,27
88,2008,907,10.2,16.8,88,3,28
89,2008,907,10.5,19,89,3,29
90,2008,907,10.4,11.4,90,3,30
91,2008,907,10.7,11.4,91,3,31
92,2008,907,11.4,13,92,4,1
93,2008,907,12.3,15,93,4,2
94,2008,907,12.7,16.8,94,4,3
95,2008,907,13,17.2,95,4,4
96,2008,907,13.1,20,96,4,5
97,2008,907,13.2,14,97,4,6
98,2008,907,13,8.2,98,4,7
99,2008,907,13,15.4,99,4,8
100,2008,907,13.4,18,100,4,9
101,2008,907,14.1,16,101,4,10
102,2008,907,14.2,8.2,102,4,11
103,2008,907,14.1,13,103,4,12
104,2008,907,14.1,13,104,4,13
105,2008,907,NA,NA,105,4,14
106,2008,907,13.3,17,106,4,15
107,2008,907,13.8,18,107,4,16
108,2008,907,14,14,108,4,17
109,2008,907,13.8,13,109,4,18
110,2008,907,13.4,11,110,4,19
111,2008,907,13.4,14,111,4,20
112,2008,907,13.5,13,112,4,21
113,2008,907,14.4,14,113,4,22
114,2008,907,14.9,17,114,4,23
